"ADDRESS" "GEOADDRESS" "MUNICIPALITY" "TYPE" "BALCONY" "CLOSING_PRICE" "INCREASE_ABS" "INCREASE_REL" "PRICE_M2" "ROOMS" "AREA" "DRIFT" "SOLD" "LONGITUDE" "LATITUDE" "ID"
"Timvinkelvägen 9D" "timvinkelvägen 9d, 136 47 haninge, sweden" "Haninge" "Apartment" "Yes" 3400000 50000 0.0149253731343284 52343.75 3 64 14760 "2023-09-16" 18.144679 59.1854078 1759
"Ekovägen 45B" "ekovägen 45b, 172 37 sundbyberg, sweden" "Sundbyberg" "Apartment" "No" 2750000 -50000 -0.0178571428571429 43076.9230769231 3 65 16165 "2023-09-16" 17.9461407 59.3745192 1760
"Storskärsgatan 3, 3tr" "storskärsgatan 3, 3tr, 115 29 stockholm, sweden" "Stockholm" "Apartment" "Yes" 4670000 675000 0.168961201501877 97439.0243902439 2 41 4200 "2023-09-16" 18.0959987 59.3422731 1761
"Skepparvägen 7" "skepparvägen 7, 155 91 nykvarn, sweden" "Södertälje" "Apartment" "Yes" 2900000 -95000 -0.0317195325542571 36524.3902439024 3 82 8000 "2023-09-16" 17.4286333 59.2326591 1762
"Bokbindarvägen 53" "bokbindarvägen 53, 129 34 hägersten, sweden" "Stockholm" "Apartment" "Yes" 4760000 265000 0.0589543937708565 69153.8461538462 3 65 7000 "2023-09-16" 17.9821924 59.30075 1763
"Sandhamnsgatan 25, BV" "sandhamnsgatan 25, 115 60 stockholm, sweden" "Stockholm" "Apartment" "Yes" 6500000 5000 0.000769822940723586 75964.9122807018 3 85.5 13956 "2023-09-16" 18.1103422 59.3445654 1764
"Tillemorahöjden 1" "tillemorahöjden 1, 184 91 åkersberga, sweden" "Österåker" "Villa" "No" 4300000 205000 0.0500610500610501 33292.6829268293 4 123 48800 "2023-09-16" 18.4922817 59.5281013 1765
"Brosättrabacken 5" "brosättrabacken 5, 762 91 rimbo, sweden" "Norrtälje" "Villa" "No" 3645000 150000 0.0429184549356223 27093.023255814 4 129 27619 "2023-09-16" 18.292601 59.7389462 1766
"Esplanaden 9" "esplanaden 9, 183 70 täby, sweden" "Haninge" "Villa" "No" 5700000 205000 0.0373066424021837 45040.9836065574 5 122 40650 "2023-09-16" 18.067225 59.444227 1767
"Sandalettgatan 26" "sandalettgatan 26, 125 47 älvsjö, sweden" "Stockholm" "Apartment" "Yes" 4214000 19000 0.00452920143027424 53101.2658227848 3 79 13340 "2023-09-16" 18.0076603 59.2807141 1768
"Sofieberg 4" "sofieberg 4, 184 91 åkersberga, sweden" "Österåker" "Villa" "No" 5100000 -195000 -0.0368271954674221 48577.9816513761 5 109 20050 "2023-09-16" 18.4614124 59.5107972 1769
"Uppfartsvägen 11, 2tr" "uppfartsvägen 11, 2tr, 169 38 solna, sweden" "Solna" "Apartment" "Yes" 3300000 305000 0.101836393989983 65108.6956521739 2 46 250 "2023-09-16" 17.9887413 59.3673813 1770
"Tellusgränd 4" "tellusgränd 4, 194 43 upplands väsby, sweden" "Upplands Väsby" "Terrace" "No" 2300000 0 0 25555.5555555556 5 90 21300 "2023-09-16" 17.8850846 59.5071387 1771
"Kungsängsvägen 5" "kungsängsvägen 5, 184 53 åkersberga, sweden" "Österåker" "Apartment" "Yes" 3550000 -4e+05 -0.10126582278481 43406.5934065934 4 91 7200 "2023-09-16" 18.2942853 59.4768124 1772
"Storseglet 29" "storseglet 29, 136 56 haninge, sweden" "Haninge" "Apartment" "Yes" 1795000 0 0 52794.1176470588 1 34 7200 "2023-09-16" 18.1364231 59.1851488 1773
"Råsundavägen 117A" "råsundavägen 117 a, 169 50 solna, sweden" "Solna" "Apartment" "Yes" 5600000 377318 0.0722460222544663 81604.40625 3 64 6000 "2023-09-15" 17.9937577 59.364968 1774
"Prismastigen 6" "prismastigen 6, 181 55 lidingö, sweden" "Lidingö" "Apartment" "Yes" 9150000 0 0 98387.0967741935 4 93 2640 "2023-09-15" 18.1547111 59.3431859 1775
"Labradorgatan 26" "labradorgatan 26, 115 48 stockholm, sweden" "Stockholm" "Apartment" "Yes" 3975000 -275000 -0.0647058823529412 97701.1494252874 2 43.5 1728 "2023-09-15" 18.0959013 59.3605652 1776
"Farstavägen 87, vån 1" "farstavägen 87, vån 1, 123 34 farsta, sweden" "Stockholm" "Apartment" "Yes" 2625000 130000 0.0521042084168337 38984.375 3 64 4200 "2023-09-15" 18.09115 59.245393 1777
"Harpungatan 6" "harpungatan 6, 133 43 saltsjöbaden, sweden" "Nacka" "Terrace" "No" 4400000 205000 0.0488676996424315 33031.4960629921 5 127 42337 "2023-09-15" 18.2492723 59.2943503 1778
"Skebokvarnsvägen 306, 2 tr" "skebokvarnsvägen 306, 2 tr, 124 50 bandhagen, sweden" "Stockholm" "Apartment" "Yes" 2600000 305000 0.132897603485839 33260.8695652174 3 69 4200 "2023-09-15" 18.0339893 59.2627115 1779
"Viggengatan 16" "viggengatan 16, 177 45 järfälla, sweden" "Järfälla" "Apartment" "Yes" 3600000 -195000 -0.0513833992094862 38333.3333333333 4 99 5100 "2023-09-15" 17.8666004 59.41262 1780
"Viggengatan 12" "viggengatan 12, 177 45 järfälla, sweden" "Järfälla" "Apartment" "Yes" 2800000 -150000 -0.0508474576271186 42142.8571428571 3 70 5400 "2023-09-15" 17.8660825 59.4120151 1781
"Vedstigen 25" "vedstigen 25, 147 52 tumba, sweden" "Botkyrka" "Villa" "No" 3300000 -295000 -0.0820584144645341 29958.3333333333 5 120 33500 "2023-09-15" 17.8527136 59.1964226 1782
"Gjutarplan 2 vån 10/11" "järfälla municipality, sweden" "Järfälla" "Apartment" "Yes" 1975000 -20000 -0.0100250626566416 49259.2592592593 2 40.5 3480 "2023-09-15" 17.8336732 59.4431024 1783
"Svalvägen 32" "svalvägen 32, 181 56 lidingö, sweden" "Lidingö" "Apartment" "Yes" 2465000 -30000 -0.0120240480961924 47523.8095238095 2 52.5 7800 "2023-09-15" 18.1479148 59.3529773 1784
"Brännarvägen 5 - vån 4/4" "brännarvägen 5, 174 64 sundbyberg, sweden" "Sundbyberg" "Apartment" "Yes" 2500000 105000 0.0438413361169103 43545.4545454545 2 55 3756 "2023-09-15" 17.9480089 59.3819403 1785
"Visättra Backe 12 C" "visättra backe 12c, 141 58 huddinge, sweden" "Huddinge" "Apartment" "Yes" 2650000 0 0 32716.049382716 4 81 16013 "2023-09-15" 17.957912 59.2152773 1786
"Vega allé 23" "vega allé 23, 136 57 haninge, sweden" "Haninge" "Terrace" "No" 4625000 130000 0.028921023359288 44950 4 100 25200 "2023-09-15" 18.1432003 59.1860247 1787
"Brantingsgatan 32" "brantingsgatan 32, 115 35 stockholm, sweden" "Stockholm" "Apartment" "Yes" 4950000 -45000 -0.00900900900900903 83250 2 60 16000 "2023-09-15" 18.0959839 59.3454442 1788
"Jämtlandsgatan 110" "jämtlandsgatan 110, 162 60 vällingby, sweden" "Stockholm" "Apartment" "Yes" 2260000 65000 0.029612756264237 37844.8275862069 2 58 4800 "2023-09-15" 17.8700952 59.3610718 1789
"Hagvägen 52 C" "hagvägen 52c, 141 70 segeltorp, sweden" "Huddinge" "Apartment" "No" 1550000 -95000 -0.0577507598784195 82250 1 20 10281 "2023-09-15" 17.9306925 59.2721194 1790
"Pontongränd 11" "pontongränd 11, 183 68 täby, sweden" "Täby" "Apartment" "Yes" 6600000 1922395 0.410978481509234 55030.6470588235 3 85 19649 "2023-09-15" 18.1353814 59.4478541 1791
"Radiusbacken 39" "radiusbacken 39, 126 29 hägersten, sweden" "Stockholm" "Apartment" "Yes" 2800000 210000 0.0810810810810811 66410.2564102564 2 39 5580 "2023-09-15" 18.0049208 59.2981749 1792
"Storforsplan 3, vån 14 av 14" "storforsplan 3, vån 14, 123 47 farsta, sweden" "Stockholm" "Apartment" "Yes" 1900000 25000 0.0133333333333334 64655.1724137931 1 29 3500 "2023-09-15" 18.0916444 59.2412358 1793
"Sonja Kovalevskys Gata 3" "sonja kovalevskys g 3, 113 65 stockholm, sweden" "Stockholm" "Apartment" "Yes" 5475000 -175000 -0.0309734513274337 100892.857142857 2 56 1980 "2023-09-15" 18.034698 59.3469013 1794
"Lundbygatan 8" "lundbygatan 8, 151 46 södertälje, sweden" "Södertälje" "Apartment" "Yes" 1665000 215000 0.148275862068965 20223.1520223152 3 71.7 12736 "2023-09-15" 17.6129925 59.1857886 1795
"Enevägen 26" "enevägen 26, 163 45 spånga, sweden" "Stockholm" "Villa" "No" 7350000 -140000 -0.0186915887850467 53500 6 140 81559 "2023-09-15" 17.9029568 59.3654985 1796
"Läckövägen 20" "läckövägen 20, 121 50 johanneshov, sweden" "Stockholm" "Apartment" "Yes" 2900000 550000 0.234042553191489 57317.0731707317 2 41 8460 "2023-09-15" 18.1109926 59.2952834 1797
"Sankt Eriksgatan 14" "sankt eriksgatan 14, 112 39 stockholm, sweden" "Stockholm" "Apartment" "Yes" 5270000 475000 0.0990615224191866 111511.627906977 2 43 5400 "2023-09-15" 18.0302624 59.3303083 1798
"Larsbodavägen 110" "larsbodavägen 110, 123 41 farsta, sweden" "Stockholm" "Apartment" "No" 3500000 25000 0.0071942446043165 32629.1079812207 4 106.5 7200 "2023-09-15" 18.103341 59.2419029 1799
"Tranebergsvägen 36" "tranebergsvägen 36, 167 44 bromma, sweden" "Stockholm" "Apartment" "Yes" 4950000 0 0 69718.3098591549 3 71 9348 "2023-09-15" 17.9840905 59.3340345 1800
"Heleneborgsgatan 11A, 3 tr" "heleneborgsgatan 11a, 3 tr, 117 31 stockholm, sweden" "Stockholm" "Apartment" "No" 4450000 255000 0.0607866507747319 89255.3191489362 2 47 6277 "2023-09-15" 18.0371857 59.3190756 1801
"Sandtäktsvägen 15" "sandtäktsvägen 15, 139 36 värmdö, sweden" "Värmdö" "Apartment" "No" 3250000 0 0 53719.0082644628 2 60.5 12120 "2023-09-15" 18.4579628 59.31549 1802
"Lidköpingsvägen 50, 2tr" "lidköpingsvägen 50, 2tr, 121 39 johanneshov, sweden" "Stockholm" "Apartment" "Yes" 3645000 250000 0.0736377025036818 65288.4615384615 2 52 12048 "2023-09-15" 18.1038215 59.2915259 1803
"Flintlåsvägen 35" "flintlåsvägen 35, 192 59 sollentuna, sweden" "Sollentuna" "Apartment" "Yes" 2015000 20000 0.0100250626566416 31920 2 62.5 9577 "2023-09-15" 17.9606201 59.4477867 1804
"Kantatvägen 13" "kantatvägen 13, 131 40 nacka, sweden" "Nacka" "Apartment" "Yes" 4800000 305000 0.067853170189099 42206.5727699531 4 106.5 4800 "2023-09-15" 18.1745355 59.3104042 1805
"Lundagatan 48 B" "lundagatan 48b, 117 27 stockholm, sweden" "Stockholm" "Apartment" "Yes" 3400000 405000 0.135225375626043 106964.285714286 2 28 6360 "2023-09-15" 18.0428625 59.318699 1806
"Norrbackagatan 60" "norrbackagatan 60, 113 34 stockholm, sweden" "Stockholm" "Apartment" "Yes" 7150000 -45000 -0.00625434329395413 93441.5584415584 3 77 11500 "2023-09-15" 18.0320029 59.3435292 1807
"Torsvikssvängen 5" "torsvikssvängen 5, 181 34 lidingö, sweden" "Lidingö" "Apartment" "No" 1900000 5000 0.00263852242744056 102989.130434783 1 18.4 2403 "2023-09-15" 18.1245749 59.3644547 1808
"Älgstigen 31A" "älgstigen 31a, 139 36 värmdö, sweden" "Värmdö" "Villa" "No" 1e+07 -5e+05 -0.0476190476190477 63636.3636363636 6 165 74972 "2023-09-15" 18.436179 59.3200992 1809
"Centralgatan 24 d" "centralgatan 24d, 149 32 nynäshamn, sweden" "Nynäshamn" "Apartment" "Yes" 1350000 -45000 -0.032258064516129 23057.8512396694 2 60.5 4020 "2023-09-15" 17.9441527 58.9057101 1810
"Slipgatan 2" "slipgatan 2, 117 39 stockholm, sweden" "Stockholm" "Apartment" "No" 3e+06 505000 0.202404809619239 75606.0606060606 1 33 5845 "2023-09-15" 18.0271398 59.318157 1811
"Mjölnarvägen 23" "mjölnarvägen 23, 178 51 ekerö, sweden" "Ekerö" "Apartment" "No" 3940000 245000 0.0663058186738836 52785.7142857143 3 70 14064 "2023-09-15" 17.8447679 59.2712344 1812
"Valsbergs gränd 8, 3 tr" "valsbergs gränd 8, 3 tr, 126 35 hägersten, sweden" "Stockholm" "Apartment" "Yes" 2975000 -20000 -0.00667779632721199 68068.1818181818 2 44 3600 "2023-09-15" 18.0097538 59.3002043 1813
"Arkadvägen 4" "arkadvägen 4, 121 47 johanneshov, sweden" "Stockholm" "Apartment" "Yes" 4100000 605000 0.17310443490701 55476.1904761905 3 63 5388 "2023-09-15" 18.0867728 59.2942795 1814
"Vendelsö allé 18" "vendelsö allé 18, 136 73 vendelsö, sweden" "Haninge" "Villa" "No" 7550000 -145000 -0.0188434048083171 37906.4039408867 6 203 68312 "2023-09-15" 18.1917041 59.2030512 1815
"Gransättravägen 49" "gransättravägen 49, 184 61 åkersberga, sweden" "Österåker" "Terrace" "No" 2250000 -145000 -0.0605427974947808 22722.9601518027 4 105.4 25604 "2023-09-15" 18.333401 59.4782655 1816
"Rosendalsslingan 21" "rosendalsslingan 21, 186 33 vallentuna, sweden" "Vallentuna" "Villa" "No" 5955000 -240000 -0.0387409200968523 32605.2631578947 6 190 44080 "2023-09-15" 18.0541089 59.5421343 1817
"Erik Segersälls väg 9, vån 3" "erik segersälls väg 9, vån 3, 126 50 hägersten, sweden" "Stockholm" "Apartment" "No" 4300000 405000 0.10397946084724 60859.375 2 64 12070 "2023-09-15" 18.0003946 59.3064102 1818
"Kullängen 38" "vallentuna municipality, sweden" "Vallentuna" "Villa" "No" 2200000 205000 0.102756892230576 21521.0355987055 4 92.7 45738 "2023-09-15" 18.1598293 59.5755666 1819
"Söderby Torg 1" "söderby torg, 144 52 rönninge, sweden" "Salem" "Apartment" "Yes" 3250000 -45000 -0.0136570561456753 31380.9523809524 4 105 4000 "2023-09-15" 17.7873419 59.2031359 1820
"Infanterigatan 17, 6 tr" "infanterigatan 17, 6 tr, 171 59 solna, sweden" "Solna" "Apartment" "No" 2330000 80000 0.0355555555555556 50561.797752809 1 44.5 4045 "2023-09-15" 18.0012196 59.3511919 1821
"Esplanaden 10 A" "esplanaden 10a, 761 45 norrtälje, sweden" "Norrtälje" "Apartment" "Yes" 1625000 -175000 -0.0972222222222222 32906.7641681901 2 54.7 3804 "2023-09-15" 18.6943599 59.7572015 1822
"Diakongränd 4" "diakongränd 4, 128 68 sköndal, sweden" "Stockholm" "Terrace" "No" 7320000 2176841 0.423249796477223 54714.4574468085 5 94 47326 "2023-09-15" 18.1130029 59.2511449 1823
"Nockeby torg 17" "nockeby torg 17, 167 74 bromma, sweden" "Stockholm" "Apartment" "No" 2825000 -25000 -0.00877192982456143 67857.1428571429 2 42 6000 "2023-09-15" 17.9283714 59.329802 1824
"Klas Klättermus Gata 7" "klas klättermus gata 7, 168 70 bromma, sweden" "Stockholm" "Apartment" "Yes" 2850000 -45000 -0.0155440414507773 71481.4814814815 2 40.5 8916 "2023-09-15" 17.9538401 59.3639034 1825
"Emanuel Birkes väg 2" "emanuel birkes väg 2, 144 30 rönninge, sweden" "Salem" "Apartment" "Yes" 2400000 405000 0.203007518796992 23197.6744186047 3 86 3600 "2023-09-15" 17.7696219 59.2008822 1826
"Fornhöjdsvägen 46 " "fornhöjdsvägen 46, 152 58 södertälje, sweden" "Södertälje" "Apartment" "Yes" 1050000 55000 0.0552763819095476 16048.3870967742 2 62 17866 "2023-09-15" 17.6625063 59.1945606 1827
"Sjöklintsvägen 2" "sjöklintsvägen 2, 148 97 sorunda, sweden" "Nynäshamn" "Villa" "No" 5995000 0 0 26883.4080717489 8 223 58640 "2023-09-15" 17.7743757 58.9080471 1828
"Gransätersgatan 22" "gransätersgatan 22, 761 32 norrtälje, sweden" "Norrtälje" "Villa" "No" 5875000 9e+05 0.180904522613065 30335.3658536585 6 164 80712 "2023-09-15" 18.7157831 59.761274 1829
"Radiusbacken 31, vån 2" "radiusbacken 31, vån 2, 126 29 hägersten, sweden" "Stockholm" "Apartment" "Yes" 2525000 330000 0.150341685649203 73166.6666666667 1 30 6000 "2023-09-15" 18.0044817 59.2982374 1830
"Holmvägen 9" "holmvägen 9, 194 35 upplands väsby, sweden" "Upplands Väsby" "Apartment" "Yes" 1750000 -45000 -0.0250696378830083 25642.8571428571 2 70 6000 "2023-09-15" 17.9202168 59.5255779 1831
"Ungdomsvägen 96" "ungdomsvägen 96, 183 65 täby, sweden" "Täby" "Villa" "No" 11700000 450000 0.04 70312.5 5 160 45847 "2023-09-15" 18.1008251 59.4562953 1832
"Förrådsgatan 1" "förrådsgatan 1, 169 39 solna, sweden" "Solna" "Apartment" "Yes" 3350000 355000 0.118530884808013 62395.8333333333 2 48 4000 "2023-09-15" 17.9892957 59.3657457 1833
"Ängsullsvägen 41" "ängsullsvägen 41, 162 46 vällingby, sweden" "Stockholm" "Terrace" "Yes" 5350000 155000 0.0298363811357074 45570.1754385965 6 114 50866 "2023-09-15" 17.864803 59.381271 1834
"Stridsbergavägen 2" "stridsbergavägen 2, 163 40 spånga, sweden" "Stockholm" "Apartment" "Yes" 1330000 40000 0.0310077519379846 33076.9230769231 1 39 6060 "2023-09-15" 17.9149533 59.3800677 1835
"Rindögatan 12" "rindögatan 12, 115 36 stockholm, sweden" "Stockholm" "Apartment" "Yes" 3500000 105000 0.0309278350515463 97000 2 35 8250 "2023-09-15" 18.095242 59.3469147 1836
"Karen Blixens Gata 7" "karen blixens gata 7, 168 44 bromma, sweden" "Stockholm" "Apartment" "Yes" 7200000 3095354 0.754109855027693 38361.1775700935 4 107 12924 "2023-09-15" 17.8741031 59.3462212 1837
"Örnstigen 33" "örnstigen 33, 183 50 täby, sweden" "Täby" "Apartment" "Yes" 2900000 205000 0.0760667903525047 46465.5172413793 2 58 4488 "2023-09-15" 18.0760092 59.4320305 1838
"Ängskärsgatan 3, 7 tr" "ängskärsgatan 3, 7 tr, 115 29 stockholm, sweden" "Stockholm" "Apartment" "Yes" 4700000 505000 0.120381406436234 99880.9523809524 2 42 6024 "2023-09-15" 18.0970865 59.343212 1839
"Götgatan 114, 2tr (Ingång Dalslandsgatan 4)" "götgatan 114, 2tr, 118 62 stockholm, sweden" "Stockholm" "Apartment" "Yes" 4650000 2e+05 0.0449438202247192 79464.2857142857 2 56 7800 "2023-09-15" 18.0737601 59.3087556 1840
"Grindvägen 32 C" "grindvägen 32c, 761 62 norrtälje, sweden" "Norrtälje" "Apartment" "Yes" 1510000 60000 0.0413793103448277 22103.6585365854 2 65.6 7813 "2023-09-15" 18.7252423 59.7653023 1841
"Celsiusgatan 2, 4 av 4 tr" "celsiusgatan 2, 112 30 stockholm, sweden" "Stockholm" "Apartment" "Yes" 4850000 455000 0.103526734926052 112692.307692308 2 39 -242 "2023-09-15" 18.0391369 59.3325051 1842
"LM Ericssons väg 4, 3tr" "lm ericssons väg 4, 3tr, 126 26 hägersten, sweden" "Stockholm" "Apartment" "Yes" 7650000 -345000 -0.0431519699812383 57934.7826086957 4 138 33398 "2023-09-15" 17.9948076 59.3008109 1843
"Bärkingeplan 17, 2 tr" "bärkingeplan 17, 2 tr, 163 66 spånga, sweden" "Stockholm" "Apartment" "Yes" 1900000 -95000 -0.0476190476190477 18302.752293578 4 109 30106 "2023-09-15" 17.8982267 59.3924274 1844
"Krogtäppan 7" "krogtäppan 7, 137 68 haninge, sweden" "Haninge" "Terrace" "No" 3600000 105000 0.0300429184549356 24270.8333333333 5 144 28240 "2023-09-15" 18.1445329 59.1515542 1845
"Kortvingevägen 7A" "kortvingevägen 7a, 141 37 huddinge, sweden" "Huddinge" "Apartment" "Yes" 2900000 -195000 -0.0630048465266559 22266.1870503597 5 139 43784 "2023-09-15" 18.0352126 59.2478105 1846
"Snödroppsgränd 29 - 1302" "snödroppsgränd 29, 165 74 hässelby, sweden" "Stockholm" "Apartment" "Yes" 1670000 20000 0.0121212121212122 71120.6896551724 2 23.2 4200 "2023-09-15" 17.8223277 59.3848916 1847
"Vendelsö allé 32" "vendelsö allé 32, 136 73 vendelsö, sweden" "Haninge" "Villa" "Yes" 5900000 0 0 52212.389380531 6 113 40240 "2023-09-15" 18.1916162 59.2055251 1848
"Hästhagsvägen 27" "hästhagsvägen 27, 182 39 danderyd, sweden" "Danderyd" "Villa" "Yes" 17850000 -1e+05 -0.00557103064066855 86298.0769230769 10 208 36975 "2023-09-15" 18.0163055 59.4061766 1849
"Palissadvägen 12" "palissadvägen 12, 141 74 segeltorp, sweden" "Huddinge" "Apartment" "No" 3250000 -145000 -0.0427098674521355 42974.6835443038 3 79 9540 "2023-09-15" 17.9285991 59.2811209 1850
"Radarvägen 12" "radarvägen 12, 183 59 täby, sweden" "Täby" "Apartment" "No" 2050000 -145000 -0.0660592255125285 36890.756302521 2 59.5 18177 "2023-09-15" 18.1239748 59.4490932 1851
"Rubinstigen 14" "rubinstigen 14, 196 33 kungsängen, sweden" "Upplands-Bro" "Apartment" "Yes" 2250000 55000 0.0250569476082005 29266.6666666667 3 75 13980 "2023-09-15" 17.7241864 59.4834039 1852
"Ahls gård 1" "södertälje municipality, sweden" "Södertälje" "Villa" "No" 4500000 -495000 -0.0990990990990991 32435.0649350649 7 154 57240 "2023-09-15" 17.5566402 59.0898239 1853
"Rädisvägen 24" "rädisvägen 24, 165 73 hässelby, sweden" "Stockholm" "Terrace" "No" 4e+06 -95000 -0.0231990231990232 34411.7647058823 5 119 39860 "2023-09-15" 17.8355096 59.3790476 1854
"Vikingavägen 10C" "vikingavägen 10c, 191 45 sollentuna, sweden" "Sollentuna" "Villa" "No" 1.2e+07 -950000 -0.0733590733590733 70000 7 185 41845 "2023-09-15" 17.9629794 59.4264683 1855
"Liljevalchsgatan 24" "liljevalchsgatan 24, 151 45 södertälje, sweden" "Södertälje" "Apartment" "No" 1581500 -13500 -0.00846394984326015 27033.8983050847 2 59 8129 "2023-09-15" 17.6175307 59.1870071 1856
"Rapsodivägen 176" "rapsodivägen 176, 142 41 skogås, sweden" "Huddinge" "Terrace" "Yes" 3825000 330000 0.094420600858369 31772.7272727273 4 110 49756 "2023-09-15" 18.1589417 59.2143861 1857
"Lavettvägen 4E" "lavettvägen 4e, 174 59 sundbyberg, sweden" "Sundbyberg" "Terrace" "No" 6350000 -145000 -0.0223248652809854 56478.2608695652 4 115 35592 "2023-09-15" 17.9347464 59.3750791 1858
"Körsbärsvägen 22" "körsbärsvägen 22, 114 23 stockholm, sweden" "Stockholm" "Apartment" "No" 4800000 305000 0.067853170189099 74916.6666666667 3 60 4824 "2023-09-15" 18.0628586 59.3498786 1859
"Allan Edwalls Gata 2" "allan edwalls gata 2, 126 54 hägersten, sweden" "Stockholm" "Apartment" "Yes" 7320000 825000 0.1270207852194 64306.9306930693 4 101 13080 "2023-09-15" 17.9870394 59.306399 1860
"Skylvägen 34" "skylvägen 34, 187 54 täby, sweden" "Täby" "Villa" "No" 6250000 -250000 -0.0384615384615384 46762.5899280576 5 139 14413 "2023-09-15" 18.0548593 59.4643528 1861
"Kubbegatan 19" "kubbegatan 19, 128 67 sköndal, sweden" "Stockholm" "Apartment" "Yes" 2700000 205000 0.0821643286573146 35140.8450704225 3 71 4500 "2023-09-15" 18.1125588 59.2563521 1862
"Hildebergsvägen 8" "hildebergsvägen 8, 117 62 stockholm, sweden" "Stockholm" "Apartment" "Yes" 6600000 105000 0.0161662817551964 68368.4210526316 4 95 10200 "2023-09-15" 18.0277545 59.303189 1863
"Grev Turegatan 64, 3 tr" "grev turegatan 64, 3 tr, 114 38 stockholm, sweden" "Stockholm" "Apartment" "No" 3550000 355000 0.111111111111111 110172.413793103 1 29 1321 "2023-09-15" 18.0800235 59.3406312 1864
"Edinsvägen 3" "edinsvägen 3, 131 45 nacka, sweden" "Nacka" "Apartment" "No" 1600000 105000 0.0702341137123745 53392.8571428571 1 28 4440 "2023-09-15" 18.1952784 59.3138449 1865
"Olshammarsgatan 56" "olshammarsgatan 56, 124 76 bandhagen, sweden" "Stockholm" "Apartment" "No" 4200000 405000 0.106719367588933 34500 5 110 8160 "2023-09-15" 18.0089671 59.2606962 1866
"Solfagravägen 15" "solfagravägen 15, 141 48 huddinge, sweden" "Huddinge" "Apartment" "No" 1850000 55000 0.0306406685236769 43780.4878048781 2 41 4800 "2023-09-15" 17.9969633 59.2393901 1867
"Lugnets Allé 40" "lugnets allé 40, 120 66 stockholm, sweden" "Stockholm" "Apartment" "No" 3350000 -25000 -0.00740740740740742 71052.6315789474 2 47.5 1838 "2023-09-15" 18.1040954 59.3028123 1868
"Vallhöjdsvägen 27 - 2 år utan avgift!" "vallhöjdsvägen 27, 153 38 järna, sweden" "Södertälje" "Apartment" "Yes" 2395000 0 0 46057.6923076923 2 52 9604 "2023-09-15" 17.5344741 59.1093561 1869
"Havsfruvägen 4" "havsfruvägen 4, 167 62 bromma, sweden" "Stockholm" "Apartment" "Yes" 5400000 -95000 -0.0172884440400364 94741.3793103448 2 58 7032 "2023-09-15" 17.9738904 59.3207061 1870
"Skanörvägen 3" "skanörvägen 3, 121 52 johanneshov, sweden" "Stockholm" "Apartment" "Yes" 3650000 455000 0.142410015649452 59166.6666666667 2 54 10463 "2023-09-15" 18.113586 59.2916149 1871
"Dahlbergsvägen 14" "dahlbergsvägen 14, 155 30 nykvarn, sweden" "Södertälje" "Terrace" "Yes" 3200000 -295000 -0.0844062947067239 34950 4 100 32733 "2023-09-15" 17.4301903 59.1767379 1872
"Kälvestavägen 145" "kälvestavägen 145, 163 50 spånga, sweden" "Stockholm" "Terrace" "No" 5900000 -195000 -0.0319934372436423 39070.5128205128 5 156 28956 "2023-09-15" 17.8865623 59.3863473 1873
"Finnboda parkväg 22B" "finnboda parkväg 22b, 131 73 nacka, sweden" "Nacka" "Apartment" "No" 4450000 -45000 -0.0100111234705228 66592.5925925926 3 67.5 5400 "2023-09-15" 18.1226848 59.3139123 1874
"Igelkottsvägen 5A" "igelkottsvägen 5a, 191 46 sollentuna, sweden" "Sollentuna" "Villa" "No" 8550000 -350000 -0.0393258426966292 56687.898089172 6 157 42100 "2023-09-15" 17.9378808 59.4246794 1875
"Orgelstigen 30" "upplands-bro municipality, sweden" "Upplands-Bro" "Terrace" "No" 3300000 -195000 -0.055793991416309 27738.0952380952 5 126 58283 "2023-09-15" 17.6675522 59.5258928 1876
"Hanvedens allé 78" "hanvedens allé 78, 146 34 tullinge, sweden" "Botkyrka" "Villa" "No" 6750000 0 0 45000 5 150 29450 "2023-09-15" 17.9160772 59.1815815 1877
"Mariaterrassen 1" "mariaterassen 1, 134 41 gustavsberg, sweden" "Värmdö" "Apartment" "No" 4600000 2e+05 0.0454545454545454 48087.4316939891 4 91.5 6876 "2023-09-15" 18.3924516 59.3253698 1878
"Förrådsvägen 34" "förrådsvägen 34, 141 46 huddinge, sweden" "Huddinge" "Apartment" "Yes" 3550000 -45000 -0.0125173852573018 47302.6315789474 3 76 14940 "2023-09-15" 17.9902914 59.2332142 1879
"Granitvägen 26B" "granitvägen 26b, 135 46 tyresö, sweden" "Tyresö" "Apartment" "Yes" 1850000 0 0 28030.303030303 2 66 3600 "2023-09-15" 18.2197108 59.2420438 1880
"Slåttergränd 27" "slåttergränd 27, 183 57 täby, sweden" "Täby" "Villa" "No" 9720000 -480000 -0.0470588235294118 75555.5555555556 6 135 39090 "2023-09-15" 18.102144 59.4395483 1881
"Djurgårdsslätten 94" "djurgårdsslätten 94, 115 21 stockholm, sweden" "Stockholm" "Apartment" "No" 2750000 255000 0.102204408817635 155937.5 1 16 -4932 "2023-09-15" 18.1010389 59.3229501 1882
"Vapengatan 24" "vapengatan 24, 126 52 hägersten, sweden" "Stockholm" "Apartment" "Yes" 3490000 495000 0.165275459098498 68068.1818181818 2 44 8220 "2023-09-15" 17.9950743 59.3061622 1883
